name ,,SITE_NAME (MS names),Licence Site ID (SEPA site name),Site ID ,Remarks,LAT,LONG,Nat Grid,Year of highest production DURING APRIL and MAY ,CAR licensed peak biomass,biomass 1st May of 1st year of production,biomass 1st May of 2nd year of production,Operator,Production cycle regularity of cycle timing ,Model now (GO),Map but do not model (NOGO) includes farms not used for ten years,Map but model in second phase (WAIT),Production in 3 years to 2021,Licence but never stocked,Any production more than 3 years ago but less than ten years (to 2021)?,01/01/2002,02/01/2002,02/02/2002,03/01/2002,03/02/2002,03/03/2002,04/01/2002,04/02/2002,05/01/2002,05/02/2002,06/01/2002,06/02/2002,07/01/2002,07/02/2002,08/01/2002,08/02/2002,08/03/2002,09/01/2002,09/02/2002,09/03/2002,10/01/2002,10/02/2002,11/01/2002,11/02/2002,11/03/2002,12/01/2002,12/02/2002,12/03/2002,01/01/2003,01/02/2003,01/03/2003,01/09/2003,02/01/2003,02/02/2003,02/03/2003,03/01/2003,03/02/2003,03/03/2003,04/01/2003,04/03/2003,05/01/2003,05/03/2003,06/01/2003,06/03/2003,06/09/2003,07/01/2003,07/03/2003,07/09/2003,08/01/2003,08/03/2003,09/01/2003,09/03/2003,10/01/2003,10/03/2003,10/09/2003,11/01/2003,11/03/2003,12/01/2003,12/03/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,02/01/2004,02/04/2004,03/01/2004,03/03/2004,03/04/2004,04/01/2004,04/04/2004,05/01/2004,06/01/2004,07/01/2004,08/01/2004,09/01/2004,10/01/2004,11/01/2004,12/01/2004,01/01/2005,02/01/2005,03/01/2005,04/01/2005,05/01/2005,06/01/2005,07/01/2005,08/01/2005,08/10/2005,09/01/2005,10/01/2005,11/01/2005,12/01/2005,01/01/2006,02/01/2006,02/10/2006,03/01/2006,04/01/2006,05/01/2006,06/01/2006,07/01/2006,08/01/2006,09/01/2006,09/06/2006,10/01/2006,11/01/2006,12/01/2006,01/01/2007,02/01/2007,03/01/2007,04/01/2007,05/01/2007,06/01/2007,07/01/2007,08/01/2007,09/01/2007,10/01/2007,11/01/2007,12/01/2007,01/01/2008,02/01/2008,03/01/2008,04/01/2008,05/01/2008,06/01/2008,07/01/2008,08/01/2008,09/01/2008,10/01/2008,10/09/2008,11/01/2008,12/01/2008,01/01/2009,02/01/2009,03/01/2009,04/01/2009,05/01/2009,06/01/2009,07/01/2009,08/01/2009,09/01/2009,10/01/2009,11/01/2009,12/01/2009,01/01/2010,01/10/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,11/10/2010,12/01/2010,12/10/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021
Ardgaddan,,Ardgaddan,FFMC47,FS0851,,55.97623,-5.35235,,EQUAL,2381,1314,1709,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,912,nan,622,nan,nan,745,nan,nan,799,nan,nan,nan,852,nan,nan,896,nan,nan,762,nan,813,nan,611,nan,nan,437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,310,397,490,566,819,874,876,889,922,845,584,483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,312,383,494,593,716,nan,871,872,831,1164,1308,1356,1371,996,924,810,651,640,640,nan,nan,21,25,54,71,114,173,274,408,543,683,nan,847,991,1096,1151,1218,1304,1304,1467,1239,1098,1056,1096,nan,nan,nan,nan,nan,nan,nan,nan,nan,614,810,1059,1209,1376,nan,1601,nan,1659,1594,1155,946,470,279,279,nan,21,51,90,139,209,281,368,479,614,766,914,1113,1303,1589,1370,1423,1178,1214,1113,1147,562,562,nan,nan,26,53,115,166,245,304,276,365,500,683,913,978,1209,1389,1398,1547,1477,1404,1352,1375,1365,262,262,nan,nan,22,56,88,138,207,287,345,484,647,789,873,920,913,833,881,981,878,733,501,258,178,nan,nan,32,61,117,189,278,371,489,621,859,951,1068,1256,1463,1630,1515,1676,1682,1649,1510,973,953,849,525,nan,nan,116,174,270,428,591,800,1016,1314,1580,1866,2126,2155,2044,2118,2248,2058,2049,1703,1842,1709,1107,335,nan,nan
Ardgour,(Linnhe),Linnhe,ARDG1,FS0240,,56.73046,-5.24826,,EVEN,2500,1166,1689,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,31,nan,49,nan,nan,67,nan,107,nan,194,nan,331,nan,507,nan,nan,799,nan,nan,1001,nan,950,nan,nan,1155,nan,nan,1209,nan,nan,nan,1233,nan,nan,1204,nan,nan,1302,nan,1349,nan,1107,nan,nan,1186,nan,nan,1162,nan,963,nan,1054,nan,nan,344,nan,nan,nan,nan,nan,nan,nan,40,nan,63,nan,nan,89,nan,135,233,355,389,524,736,906,1133,1278,1141,1125,1250,1150,1109,952,1004,nan,1158,1122,392,nan,nan,37,nan,91,130,175,nan,387,529,768,nan,980,1230,1406,1595,1793,2058,2302,2438,2643,2510,2011,1935,1588,1216,848,39,59,140,181,236,305,455,679,930,1192,nan,1433,1648,1851,2009,1851,2052,2152,2349,2499,2496,2464,2240,2250,1275,nan,nan,nan,82,155,270,367,536,876,1293,1396,1960,nan,2173,nan,2415,2497,2472,2484,2469,2425,2454,2440,2365,1769,1320,nan,nan,42,63,125,204,309,481,723,1122,1618,1742,2009,2053,1891,1810,1872,1781,1703,1742,1656,1475,1503,210,nan,nan,34,100,155,250,354,521,858,1313,1784,2041,1791,2032,2332,2577,2584,2649,2527,2461,2431,1847,959,nan,nan,123,155,216,284,322,391,577,870,1272,1703,2110,2458,2473,2473,2296,2434,2455,847,nan,nan,nan,nan,nan,nan,nan,94,125,188,254,351,498,754,1038,1085,1482,1807,2128,2322,2305,2487,2496,1894,1446,777,nan,nan,nan,161,324,469,658,887,1166,1490,1819,2204,2664,2744,2739,2734,2618,2160,1606,1642,1689,612,nan,nan,95
Ardifuir,,Ardifuir,FFMC51,FS1062,,56.11791,-5.56689,,UNCLEAR,1260,0,0,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,714,952,1259,1466,nan,1194,965,528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,700,890,1182,1531,1568,nan,1235,nan,806,439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,562,733,909,967,1084,1170,1291,1322,318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255,346,392,442,441,415,414,189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,303,398,457,505,528,416,383,390,202,nan,nan,nan,nan,nan,nan
Ardintigh,(Nevis C),Nevis C (Ardintigh),ARDI1,FS0546,,56.98054,-5.67206,,ODD,1630,531,774,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,834,nan,780,nan,nan,618,nan,nan,547,nan,353,nan,nan,277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,409,nan,nan,nan,458,nan,582,nan,nan,555,nan,609,723,723,732,686,661,599,351,291,nan,nan,nan,nan,nan,nan,17,nan,28,35,54,80,112,133,nan,187,233,297,359,443,540,636,nan,624,678,799,669,580,368,nan,nan,nan,nan,nan,22,39,76,121,172,259,341,422,543,415,499,604,735,676,nan,715,749,740,190,nan,nan,nan,nan,nan,nan,nan,55,85,129,166,nan,213,282,342,404,479,445,540,663,728,769,nan,791,nan,806,384,nan,nan,nan,nan,nan,15,44,78,139,202,304,411,541,683,814,898,725,607,734,900,995,903,757,124,nan,12,28,46,101,186,281,369,474,558,640,713,855,933,977,980,986,703,523,nan,9,42,64,107,165,243,314,401,499,658,773,835,884,968,990,769,233,nan,nan,nan,nan,nan,nan,17,77,105,138,188,309,386,444,618,613,618,727,745,837,982,1023,404,11,36,50,81,133,227,304,332,362,385,473,593,704,804,922,952,563,581,109,nan,nan,43,90,160,261,355,531,652,803,1011,1282,1338,1351,1577,1594,1120,878,883,774,491,278,nan,nan
Ardintoul,,Ardintoul,ARDT1,FS0245,,57.25576,-5.6129,,EVEN,2500,789,1674,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,829,919,nan,1035,nan,nan,1118,nan,1130,nan,1199,nan,1194,nan,1187,nan,nan,1181,nan,nan,724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,nan,nan,47,nan,48,nan,79,nan,nan,128,nan,nan,212,nan,346,nan,465,nan,nan,562,nan,715,nan,860,nan,nan,nan,911,nan,998,nan,nan,1074,nan,1144,994,1101,1100,289,315,349,398,423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300,510,697,768,nan,916,1082,1169,1181,1210,1175,1184,nan,1024,770,698,582,nan,nan,nan,nan,54,96,164,268,415,568,648,677,689,546,617,691,1070,1390,1619,1804,1793,nan,1777,1764,1778,762,nan,27,60,127,237,407,633,962,1222,1353,1469,nan,1375,1583,1929,1970,1946,1975,1932,1991,1998,1866,nan,1577,nan,1539,119,nan,114,170,257,437,758,1183,1693,2153,2215,1692,1890,2132,2360,2444,2467,2278,1973,1348,nan,nan,nan,nan,nan,9,63,93,149,271,469,750,1045,1374,1704,2015,2178,2444,2457,2495,2468,2488,1790,50,nan,nan,nan,nan,78,132,210,306,421,601,888,1297,1671,2004,2176,2422,2472,2446,1932,1544,1470,1340,865,691,nan,nan,nan,nan,124,196,285,388,498,712,1048,1400,1635,1725,1836,1866,1296,1399,1476,1429,1379,1434,1448,nan,nan,nan,nan,58,100,154,213,302,417,657,945,1192,1342,1499,1570,1993,2204,2276,2051,1674,492,nan,nan,nan,nan,nan,nan,nan,94,469,343,789,810,1086,784,1048
Ardmair,(Isle Martin),Ardmair,KAN2,FS0056,,57.94283,-5.20784,,ODD,809.7,463,615,Wester Ross Fsheries Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,381,nan,nan,322,nan,nan,223,nan,nan,nan,187,nan,nan,253,nan,nan,128,nan,193,nan,281,nan,nan,381,nan,nan,470,nan,563,nan,718,nan,nan,776,nan,780,nan,811,nan,nan,nan,811,nan,794,nan,nan,755,nan,729,705,585,469,264,22,35,48,57,73,89,121,155,203,258,320,nan,383,448,487,491,485,481,nan,445,400,397,331,282,192,39,nan,32,40,54,76,93,119,154,234,382,489,655,772,829,832,764,693,713,740,754,753,693,493,316,284,155,nan,34,54,78,92,108,139,228,317,436,540,603,726,727,739,863,nan,853,733,705,664,349,189,25,nan,29,51,nan,87,nan,111,130,170,237,315,446,527,626,656,685,680,659,642,647,752,743,474,410,277,45,nan,23,51,74,92,117,134,181,287,352,382,nan,nan,30,53,78,96,122,146,195,277,398,500,590,648,680,680,662,635,721,730,668,612,453,263,52,nan,28,53,82,107,148,197,248,340,463,534,622,674,710,661,619,532,493,451,394,313,142,nan,nan,nan,24,39,54,68,73,93,124,185,220,276,325,342,399,465,528,584,657,741,759,678,525,230,14,24,55,118,160,203,252,311,395,463,282,295,316,369,487,561,608,561,618,710,650,615,384,154,356,365
Ardyne,(Baigh au Sgairbh),Ardyne,FFMC30,FS0559,,55.87971,-5.05022,,EVEN,2070,63,1194,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,918,942,nan,931,nan,nan,967,nan,947,nan,978,nan,1025,nan,1007,nan,nan,1052,nan,nan,1095,nan,1049,nan,nan,1052,nan,nan,1070,nan,nan,nan,1082,nan,nan,887,nan,nan,1094,nan,1038,nan,986,nan,nan,1198,nan,nan,1155,nan,1185,nan,1050,nan,nan,1060,nan,1020,nan,1060,nan,nan,nan,1043,nan,1101,nan,nan,1162,nan,1166,1176,1413,1026,1007,1312,921,873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1152,776,533,599,705,nan,856,973,1078,776,918,1038,966,nan,955,236,234,447,536,613,685,800,690,276,277,nan,nan,73,135,208,275,361,494,644,263,246,336,423,678,nan,784,879,740,689,100,97,nan,nan,nan,nan,418,565,717,845,984,nan,775,852,852,1094,977,1117,449,519,nan,nan,nan,nan,nan,nan,nan,29,66,103,155,250,373,517,712,716,838,960,1064,1097,940,1032,1027,1042,540,540,nan,nan,nan,nan,nan,83,102,154,254,378,572,755,1007,1124,785,241,290,362,381,512,672,819,803,802,802,nan,nan,nan,26,35,58,94,143,211,305,432,505,629,726,830,958,935,808,700,470,441,296,117,nan,nan,nan,15,48,77,115,173,253,385,529,596,830,874,898,954,1044,887,858,862,930,752,479,nan,nan,nan,nan,nan,nan,13,39,63,104,200,255,414,532,692,845,963,1112,1138,1159,1120,1194,1082,833,29,nan,nan,nan,nan,nan,22,47,74,129,239,407,609
Bagh Dail nan Ceann,North and South,Bagh Dail Nan Cean,FFMC54,FS0805,,56.18105,-5.58756,,ODD,3000,385,1929,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,nan,361,nan,443,nan,nan,529,nan,nan,636,nan,588,nan,nan,653,nan,nan,718,nan,nan,nan,770,nan,nan,728,nan,nan,731,nan,719,nan,416,nan,nan,416,nan,nan,448,nan,613,nan,602,nan,nan,705,nan,810,nan,816,nan,nan,nan,645,nan,252,nan,nan,301,nan,nan,nan,445,629,835,1084,1280,1467,1511,1274,873,569,568,nan,550,774,nan,1076,1286,1456,1412,1334,1088,nan,606,nan,nan,775,737,975,1216,nan,1313,1383,1433,1421,1457,1409,1151,993,348,624,820,1020,1265,1334,1478,1337,1188,1033,435,nan,nan,nan,nan,nan,nan,nan,782,932,1063,1101,1068,376,nan,454,694,928,1128,1239,1445,1458,1475,nan,1392,1149,1130,948,515,544,nan,nan,nan,1089,nan,1219,nan,1384,1480,1266,1111,1034,231,614,889,1163,1388,1475,1475,1353,1291,1188,1373,1400,122,nan,nan,nan,nan,nan,nan,952,1349,1432,806,698,nan,nan,685,906,1080,1241,1429,1459,1486,1294,1359,887,462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,718,906,1841,1899,1940,1966,1805,1407,992,154,nan,163,292,506,774,1070,1341,1615,1635,1921,2194,2410,2456,2494,2280,1593,1412,862,nan,nan,nan,nan,nan,nan,107,295,513,805,1188,1587,2027,2500,2802,2634,2964,2933,2987,1570,nan,nan,nan,nan,nan,120,385,877,1009,1444,1894,2250,2342,2664,2676,2615,2672,2870,1929,2143,1904,981,1693
Bloody Bay,,Bloody Bay,FFMC71,FS0964,,56.64316,-6.09585,,ODD,998,675,0,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,967,nan,862,nan,nan,836,nan,nan,448,nan,356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,nan,23,nan,36,nan,56,nan,nan,86,nan,nan,139,nan,221,nan,307,nan,nan,385,nan,482,nan,543,nan,nan,nan,592,nan,687,nan,nan,685,nan,823,816,936,977,879,776,612,193,nan,nan,13,17,23,24,37,49,nan,89,136,214,382,440,511,nan,621,640,686,848,896,895,940,nan,853,533,157,nan,nan,nan,19,35,54,81,129,194,291,228,284,341,430,581,657,698,711,658,706,585,11,nan,nan,nan,nan,nan,25,40,57,77,135,201,302,350,479,614,684,nan,727,808,885,948,990,991,981,922,480,76,nan,nan,nan,nan,21,21,46,68,103,166,245,350,435,462,518,566,659,800,821,916,990,999,997,952,572,8,18,34,53,76,104,150,194,275,384,499,573,687,788,887,909,988,874,601,290,55,nan,nan,nan,nan,8,24,40,59,98,161,217,331,431,558,669,801,909,954,992,991,993,845,415,126,nan,21,43,80,152,221,299,384,473,545,623,687,809,896,966,995,963,300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,356,63,98,169,243,330,486,632,752,805,829,938,953,752,432,117,nan,nan,nan,nan,nan,nan,76,124,182,272,349,447,554,675,778,930,977,983
Cairidh,,Cairidh,CAIR1,FS0252,,57.28539,-6.0489,,ODD,1800,546,0,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,999,932,nan,1116,nan,nan,998,nan,1004,nan,960,nan,959,nan,739,nan,nan,374,nan,nan,nan,nan,4,nan,nan,40,nan,nan,61,nan,nan,nan,60,nan,nan,94,nan,nan,131,nan,169,nan,224,nan,nan,304,nan,nan,470,nan,656,nan,787,nan,nan,931,nan,1001,nan,942,nan,nan,nan,1008,nan,993,nan,nan,985,nan,945,844,935,949,736,nan,nan,115,126,149,170,196,248,376,286,379,nan,459,472,521,626,674,769,nan,833,837,824,758,814,813,563,nan,519,nan,nan,16,25,105,156,231,252,286,388,624,748,837,904,1013,1067,917,1024,1232,1274,1205,1365,1309,925,nan,696,nan,nan,25,39,67,101,171,257,399,543,695,838,966,1090,nan,1189,1322,1331,1203,1366,1261,1362,844,234,nan,nan,nan,nan,nan,27,72,123,181,254,395,641,953,1325,1552,1657,1423,1554,1789,1779,1673,907,914,821,nan,nan,nan,40,62,99,151,211,283,373,525,756,1001,1259,1434,1642,1711,1767,1782,1618,1228,185,nan,nan,41,110,206,320,442,538,641,753,922,1143,1494,1869,1846,1775,1685,1101,259,nan,77,116,170,267,435,729,990,1120,1606,1750,1729,1746,1799,1703,1797,1767,1532,1063,238,nan,nan,nan,nan,22,73,109,174,246,368,480,658,924,1132,1355,1538,1674,1750,1787,1734,1728,1596,656,667,90,nan,nan,nan,nan,nan,nan,nan,nan,972,984,931,1220,1446,1589,1728,1803,1939,1970,546,nan,nan,nan,nan
Callert,(Leven),Loch Leven (1),CALL1,FS0244,,56.68765,-5.13663,,EVEN,1607,745,0,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,14,nan,35,nan,nan,43,nan,70,nan,115,nan,176,nan,260,nan,nan,407,nan,nan,538,nan,659,nan,nan,756,nan,nan,813,nan,nan,nan,872,nan,nan,835,nan,nan,808,nan,845,nan,730,nan,nan,723,nan,nan,651,nan,653,nan,653,nan,nan,358,nan,67,nan,nan,nan,nan,nan,17,nan,27,nan,nan,46,nan,69,124,172,244,342,422,514,560,587,635,643,706,689,674,711,628,nan,549,431,336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,537,647,787,866,1159,1078,1181,1172,1150,571,1017,842,263,263,nan,30,55,79,74,nan,nan,389,638,889,1131,nan,1295,1063,1197,1284,1313,1292,1367,1414,1317,1316,1125,1161,936,356,175,nan,29,65,133,218,325,464,723,1080,1219,1450,nan,1273,nan,1289,1342,1435,1416,1388,1445,1380,1339,1292,1336,1061,307,nan,19,76,115,189,284,485,832,1201,1571,1929,1999,1561,1481,1441,1347,1341,1161,1071,872,780,230,nan,nan,nan,8,37,48,109,164,237,357,573,809,1095,1117,1077,1139,1180,1412,1435,1361,1385,1031,589,342,nan,nan,36,76,101,140,200,255,399,660,934,1240,1313,1293,1391,1362,1397,1427,1362,1206,1166,431,145,nan,nan,nan,nan,69,113,162,238,319,509,560,867,1199,1514,1548,1511,1596,1572,1552,1488,1285,985,579,157,nan,nan,81,155,247,361,510,745,997,1336,1466,1535,1733,1765,1695,1506,1072,356,nan,nan,nan,nan,nan,nan
Camas an Leim,(Torridon),Torridon,CAL1,FS0234,,57.54076,-5.63784,,EVEN,2500,1217,0,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,332,nan,nan,23,nan,nan,34,nan,48,nan,72,nan,111,nan,173,nan,nan,265,nan,nan,333,nan,426,nan,nan,493,nan,nan,562,nan,nan,nan,424,nan,nan,473,nan,nan,522,nan,580,nan,640,nan,nan,660,nan,nan,620,nan,556,nan,597,nan,nan,634,nan,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,nan,92,124,200,301,462,302,424,560,641,731,775,758,828,739,707,817,nan,823,790,563,333,nan,nan,nan,34,61,82,nan,209,320,456,nan,557,717,833,903,994,1127,1257,1461,1635,1633,1825,1931,1739,1883,1804,1442,662,nan,46,76,129,197,332,598,719,nan,903,1115,1299,1428,1530,1767,1812,2088,2126,2119,2128,1977,1801,790,nan,nan,nan,nan,61,130,195,330,551,783,1076,1446,nan,1724,nan,1972,2104,2130,2210,2224,2193,2285,2412,2499,2405,1865,1035,350,15,75,115,189,265,411,645,868,1221,1573,1922,2179,2270,2350,2103,2100,1569,1634,1585,1089,505,nan,nan,nan,58,79,131,192,238,349,568,876,1215,1533,1896,2207,2360,2257,2282,2179,1903,1703,1097,568,nan,154,254,381,471,582,708,863,1150,1481,2025,2243,2500,2469,2241,2163,1677,386,nan,nan,nan,nan,nan,nan,nan,56,112,162,233,320,467,660,870,1102,1459,1956,2259,2437,2464,1643,1358,1187,1020,649,nan,nan,nan,nan,nan,143,214,320,563,633,935,1217,1583,2118,2275,2542,2551,1682,1170,432,190,nan,nan,nan,nan,nan,nan,nan
Camas Doun Point,(Kishorn Site 2),Kishorn A (South),CDP2,FS0709,,57.3848,-5.6282,,ODD,1600,261,1348,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,49,85,125,156,220,308,392,417,561,689,nan,990,977,1158,1296,1289,1068,nan,826,657,916,592,416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,77,nan,91,181,280,277,351,200,242,335,426,554,767,883,1065,1129,1174,nan,1189,989,792,423,483,497,284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,54,86,124,201,280,376,440,558,638,844,1102,1191,1279,1295,1238,1098,802,198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,60,100,152,231,334,438,546,746,876,862,682,34,nan,nan,25,33,49,70,116,185,298,418,523,610,609,694,824,910,1001,1156,1158,1280,1001,284,nan,nan,nan,nan,nan,62,162,261,386,559,695,437,589,747,906,1117,1242,1339,1402,1348,1283,1060,970,nan
Camus Glas,,Camas Glas,CAG1,FS0413,,56.66288,-5.84383,,EVEN,2500,733,766,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,619,706,nan,803,nan,nan,821,nan,810,nan,803,nan,601,nan,605,nan,nan,566,nan,nan,407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,nan,nan,37,nan,nan,44,nan,68,nan,111,nan,nan,170,nan,nan,214,nan,294,nan,389,nan,nan,467,nan,600,nan,677,nan,nan,nan,679,nan,616,nan,nan,672,nan,732,720,677,578,673,748,658,nan,nan,39,68,97,133,200,275,362,nan,476,616,726,892,991,1061,nan,1072,1077,1208,1166,1132,1163,1219,nan,1191,958,nan,nan,68,90,132,196,293,444,636,813,975,1174,1355,1017,1140,1269,1386,1509,1537,1709,1770,1731,1456,nan,1231,nan,nan,nan,54,94,144,237,391,671,988,1277,1533,1802,1402,nan,1544,1725,1999,1974,1999,1892,1434,912,nan,nan,nan,nan,nan,nan,48,69,137,198,280,495,829,1158,1330,1395,1605,1703,1612,1745,1798,1778,1605,1579,380,nan,nan,nan,nan,nan,7,60,79,125,195,318,497,739,824,1057,1318,1588,1743,1964,1988,1918,1913,1845,1344,840,nan,72,153,220,281,349,459,570,731,937,925,1332,1679,1804,1988,1991,1779,1431,1048,968,913,489,355,nan,66,120,203,280,415,552,737,949,1109,1262,1500,1633,1650,1858,1733,1314,1195,1061,1012,1155,1398,1403,739,390,nan,59,99,200,296,391,536,733,911,1117,1322,1578,1602,913,1115,1239,1327,1305,1008,766,258,nan,nan,nan,nan,nan,nan,nan,64,78,120,161,230,344,509,636
